image_filename,게시물수,팔로워수,팔로잉수,프로필 링크,촬영 구도,동작,인물 수,의상,색감_분위기_통합,고유한 특징,url1,url2,url3
filmdenini_02.png,320,2.7만,218,,"근접샷,전신샷",손잡기/애정 표현,2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱, 부드러운, 자연스러운","감성적인, 자연 속의 연출",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/440903566_1486484478931823_7581166061170740286_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi40ODB4ODU0LnNkci5mMjkzNTAuZGVmYXVsdF9jb3Zlcl9mcmFtZSJ9&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=bLJT8A4pOy0Q7kNvgFpWBuu&_nc_gid=5ac77e85963d4262ae5a4169b9e7349d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1NjIwODA3OTU5NzgwNjk2Nw%3D%3D.3-ccb7-5&oh=00_AYDjnnKoEL7mpKDNG8CuFaa1dLD06clSE0kcgrAids8Uqg&oe=676C9004&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/439188173_1385953332056509_8599254184504147080_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=101&_nc_ohc=oFCigIhv4tkQ7kNvgGBVG3r&_nc_gid=5ac77e85963d4262ae5a4169b9e7349d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM0ODIyODI5ODIwMDUwMTIwNg%3D%3D.3-ccb7-5&oh=00_AYCLXShbhX9EaA7lsFyRcN6JRELMxChSl2jUfiHRQT9yXg&oe=676C983C&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/438754095_1282834689763868_7066765468223208333_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=r049Dm41I0YQ7kNvgHOcPYc&_nc_gid=5ac77e85963d4262ae5a4169b9e7349d&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM0NzIwMTgyMjIxNDY5NzQzNg%3D%3D.3-ccb7-5&oh=00_AYC1qB1ewVjXFU-yCQJmuXnVrtbsCa3jc9Sn8ZRlwgZBBA&oe=676C6893&_nc_sid=22de04
filmdenini_03.png,320,2.7만,218,,전신샷,정적 포즈,2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱, 빈티지, 자연스러운",자연 배경 활용,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/314725667_107652938826300_7079695981488066046_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=xaKMM4sxnOMQ7kNvgEY2jFg&_nc_gid=22545175df9f43b8a978afc5373b4454&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=Mjk2NjU4MDUxMDQ3OTc4OTY5Mg%3D%3D.3-ccb7-5&oh=00_AYDQ3qmHmqi5CEzo-if8TXrJF_e_CLRyycy_prqEHbLdCw&oe=676C99EE&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/314253505_619696716567536_2692469263712257138_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Zs97XOTxXCEQ7kNvgF5iEAi&_nc_gid=22545175df9f43b8a978afc5373b4454&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=Mjk2NjI5NzE5MTc1MjU2NTkwMw%3D%3D.3-ccb7-5&oh=00_AYAF-0kQ79siqG742mxhlk_0DrWVASlIk8mGFY523nLXZA&oe=676C7160&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/313900955_635010535070758_2801506198660475110_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=110&_nc_ohc=S01DlDu5KnIQ7kNvgHUcva5&_nc_gid=0120a5c7d3a04257814e6adb3576cfa2&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=Mjk2NDExMTE3MTk5NjkzMTk2Mw%3D%3D.3-ccb7-5&oh=00_AYBsemjMtdr3Y40EjaWECG62lxAiJjrRlM3yKPGXkb-N_g&oe=676C830C&_nc_sid=22de04
onyuwor_01.png,293,1.5만,563,,"근접샷,전신샷",손잡기/애정 표현,2명,"웨딩 드레스, 캐주얼","따뜻한, 로맨틱, 자연스러운, 화사한","자연 요소 활용, 감정 표현",https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/449842698_490743146944224_2230539434079968393_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi41NDB4OTYwLnNkci5mMjkzNTAuZGVmYXVsdF9jb3Zlcl9mcmFtZSJ9&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=Zt8FTL1wxkMQ7kNvgEac5vr&_nc_gid=2d09f8ebcb1f447b9b7ddfae0f6b399b&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQwNjE5NTYwNzYxMjUyMDQxMA%3D%3D.3-ccb7-5&oh=00_AYBi09JBJkOjK4r8rchXxinDbAnq3BPh3fVSdEDG4bXJMA&oe=676C71DB&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/449753385_784779780308927_7015882051382702996_n.webp?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=q3JLvLcnlqoQ7kNvgELWgsE&_nc_gid=2d09f8ebcb1f447b9b7ddfae0f6b399b&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQwNTI0OTUyMTQzNjM5NjI5Mg%3D%3D.3-ccb7-5&oh=00_AYB0p3LnHX508VlAzpAdQAIutPlIUVG1lZ5LxVkp61TiEA&oe=676C7A0C&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/449670887_366469282774973_6793318700390232512_n.webp?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=rsdct4hsF0IQ7kNvgH8YTdd&_nc_gid=2d09f8ebcb1f447b9b7ddfae0f6b399b&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzQwMjM5OTcyNjQwNTQ2OTQ5Nw%3D%3D.3-ccb7-5&oh=00_AYCF_7Cqj92GqdiJ183V6Z5PveZFF5hfd64I37R8LwTx0g&oe=676C86B3&_nc_sid=22de04
onyuwor_02.png,293,1.5만,563,,전신샷,"손잡기/애정 표현, 포옹/키스",2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱, 부드러운, 자연스러운, 자유로운","자연 배경, 그림자 활용, 거울 활용 ",https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/440826779_3729386183971410_6738106883806805575_n.webp?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=9clzq9Zn3cEQ7kNvgFYrS4f&_nc_gid=bef8846b8e3a47a6adcf3660df8836b3&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1NTkyNzE5MTk4MzM1Mjg1Nw%3D%3D.3-ccb7-5&oh=00_AYB-w5ZCUBPlRQ2uYrlWvilGV_j3ns-9N4dW5WkMLKY22Q&oe=676C85EB&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/440702755_412477518302615_4956395736169764381_n.webp?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=MuHmlaeAdxMQ7kNvgEqujqy&_nc_gid=bef8846b8e3a47a6adcf3660df8836b3&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1NDAxMDI5OTU2Nzc1MTAxMg%3D%3D.3-ccb7-5&oh=00_AYCrXWNERIFuU4WhU2j5YUJIvnCvQ4eSsUu46e14TVX63g&oe=676C8592&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/439658240_1625698834501622_5294083576786005543_n.webp?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=0XqPjC-QwKEQ7kNvgHc2YEl&_nc_gid=bef8846b8e3a47a6adcf3660df8836b3&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzM1MDkxNjQzMDMyODI2NTQzNg%3D%3D.3-ccb7-5&oh=00_AYBuvzzgZx8_PUNzXInfXIOIZJd2pwkCOEeebAwlJcGwGA&oe=676C9333&_nc_sid=22de04
camengzzi_01.png,528,2.6만,247,,근접샷,미소/웃음,2명,캐주얼,"따뜻한, 로맨틱, 밝은, 행복한","자연스러움, 일상적인",https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468073261_17965660106811389_5466792347857173042_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=9aArTkIEdg4Q7kNvgHCHL5d&_nc_gid=e61d07e63db145019c4c8cf9ea1b62b0&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ1MTAwMTE3NzYwODI5ODQ3Mg%3D%3D.3-ccb7-5&oh=00_AYB8f_YPY7eDeGjyAU3r0eqlGtDcRoUxzakFvunsYfkCKg&oe=676C7575&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468092040_17965660121811389_7444086176972706996_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=6uN-NbBUkFoQ7kNvgFdgzBw&_nc_gid=e61d07e63db145019c4c8cf9ea1b62b0&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ1MTAwMDIxMjkwMTcyMTY1Nw%3D%3D.3-ccb7-5&oh=00_AYB9IVK7-Svarne-AfkdmY2CyRvmF4yMH2PRNZO4wsB3HQ&oe=676C5CBE&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468212336_17965660181811389_223059155022847292_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=Np9fHnaEQGIQ7kNvgE38s7M&_nc_gid=e61d07e63db145019c4c8cf9ea1b62b0&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQ0OTcwMDg0OTAzMDA5Mjg3NQ%3D%3D.3-ccb7-5&oh=00_AYAZOijvYNq9rioi3TnqxWgyg6gOYd2bRjgyL9kHByMDAw&oe=676C5B91&_nc_sid=22de04
camengzzi_02.png,528,2.6만,247,,"반신샷,전신샷",포옹/키스,2명,캐주얼,"따뜻한, 로맨틱, 부드러운, 소박한","자연 속, 일상의 순간",https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468094124_17965657064811389_5654442367619833469_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=8hw6_2gvTW4Q7kNvgHVaMgp&_nc_gid=1995d19c506b4df4bc4c52a064b3e8e5&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQwNDcwNjIxNjQ3MDU1NDY1MQ%3D%3D.3-ccb7-5&oh=00_AYDEp87vrkQbIVPb71lGzU6VsUSqCa18jtjqMNE93cUXNA&oe=676C6AE6&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468008584_17965657265811389_5677141601074489161_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTguc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=iztZg3mkx_sQ7kNvgGpFqQR&_nc_gid=1995d19c506b4df4bc4c52a064b3e8e5&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQwNDcwNDMzNDg1NTQxMDkwNw%3D%3D.3-ccb7-5&oh=00_AYDT0-J42EODIdxI5MHCGKZFojpy3M1igQDz7QU7xEu0mA&oe=676C7A43&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468213622_17965657139811389_1600070578547309154_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=4oFYGuZvlLYQ7kNvgEPsmee&_nc_gid=1995d19c506b4df4bc4c52a064b3e8e5&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQwMzI3NDI1Njk2Nzc2NTQ1Ng%3D%3D.3-ccb7-5&oh=00_AYAfWvufhT2FeSM9ifsLsUY1iGeKu9z3YbSIjYymFp44-w&oe=676C9593&_nc_sid=22de04
camengzzi_03.png,528,2.6만,247,,전신샷,포옹/키스,2명,"웨딩 드레스, 턱시도","감성적, 따뜻한, 로맨틱, 어두운","유리 엘리베이터, 도시 야경",https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468045177_17965656131811389_4632087018431750922_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=Uw63y1eWQMUQ7kNvgExl1UZ&_nc_gid=1995d19c506b4df4bc4c52a064b3e8e5&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM5MzIwMjM5MDExNDY0ODE0Mg%3D%3D.3-ccb7-5&oh=00_AYB2C0OKiUNRSbhIl3SuZGELuOitTKytO-lTJgUC0o2gOQ&oe=676C8087&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/467962290_17965656161811389_3990233168152192114_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTguc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=rEt5oDa4PdIQ7kNvgHMK28w&_nc_gid=1995d19c506b4df4bc4c52a064b3e8e5&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM5MzE5NjAyMzI1MzQwMzUzNw%3D%3D.3-ccb7-5&oh=00_AYCA0jgxJmKQDN6-0y8WQ8JvYVp8rWJRCCFBDjlvDRO0kQ&oe=676C8371&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468040883_17965656206811389_1818235455432740152_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=06oIak96HZ8Q7kNvgGlyjNZ&_nc_gid=1995d19c506b4df4bc4c52a064b3e8e5&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM5MjM4ODMwMjgzNzA1MDkzNQ%3D%3D.3-ccb7-5&oh=00_AYBeWGQNskVQZC9mVEd_JZO7s2YJXRYljhJuI7yYz5FXMA&oe=676C88F8&_nc_sid=22de04
camengzzi_04.png,528,2.6만,247,,전신샷,"손잡기/애정 표현, 포옹/키스",2명,캐주얼,"따뜻한, 로맨틱, 선명한, 자연적인","야외 촬영, 꽃 배경",https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468077819_17965655126811389_4213050213620947410_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=14kHI2cRi4cQ7kNvgH19zpz&_nc_gid=e7af51fe78b84db6b0d6f6f4602f599e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM4ODA4NDM1MjgxNzQxMjgzNg%3D%3D.3-ccb7-5&oh=00_AYAd_ZlbBk5HV3P7h3KMpzu4oKI-aL2xBlsolKG3xOjXEw&oe=676C8C05&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468095063_17965655117811389_1568788986555912237_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTguc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=LsONb3WDTpwQ7kNvgGEtSO2&_nc_gid=e7af51fe78b84db6b0d6f6f4602f599e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM4ODA4MzIxMjA0MjExMTgxMA%3D%3D.3-ccb7-5&oh=00_AYCvnK2-U39IriV5tXSr6CRKwCS8FLR2Tj3w5eGniRnEBg&oe=676C9F24&_nc_sid=22de04,https://scontent-nrt1-2.cdninstagram.com/v/t39.30808-6/468058626_17965655123811389_1562768932618027267_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-2.cdninstagram.com&_nc_cat=105&_nc_ohc=UY1xC22yKSwQ7kNvgGl9VYA&_nc_gid=e7af51fe78b84db6b0d6f6f4602f599e&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM4NzIzNjU5ODQxNjA4NDYyNw%3D%3D.3-ccb7-5&oh=00_AYBG7vHvQXk8ukGLEKJtl-v3HPtYoPZl3SWt_sr6XaxUwQ&oe=676C7153&_nc_sid=22de04
salrang_film_01.png,299,9491,536,,반신샷,걷기/움직임,2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱, 부드러운, 자연스러운","자연광 활용, 감성적인 연출",https://scontent-nrt1-1.cdninstagram.com/v/t39.30808-6/467550326_17946397223877647_8557029043816446287_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTQuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=xgUKmCone5QQ7kNvgF-U6ur&_nc_gid=9a19164f1eac4cc0936580358d913200&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQxNzY1ODYyODk5MjQ3Nzg1MA%3D%3D.3-ccb7-5&oh=00_AYABnwCAHNinzq7ax7EnA2zO3uB80Th-p8Mg4WnWMEi9Dg&oe=676C9E92&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t39.30808-6/467403987_17946396752877647_504283107779584877_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTkuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=3bwV17KXT_oQ7kNvgEpO66h&_nc_gid=9a19164f1eac4cc0936580358d913200&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQxNjI4MjM2NTQxMTYxNjkwMA%3D%3D.3-ccb7-5&oh=00_AYDlsrm167jN9pQr5rXOVHwp9o7cwtwPX0ZyvXtEivTb5Q&oe=676C9399&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t39.30808-6/467536677_17946396749877647_6717995691067486906_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=gppJ8Vj5cMoQ7kNvgHUO_1T&_nc_gid=9a19164f1eac4cc0936580358d913200&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzQxMzMzMDI1MDQ0MTI5Mzg1OA%3D%3D.3-ccb7-5&oh=00_AYBQPWiLpScDdLoQHRUH25tROzb03xyR7jXD1bVUNFsesA&oe=676C9A71&_nc_sid=22de04
salrang_film_02.png,299,9491,536,,반신샷,"포옹/키스, 손잡기/애정 표현",2명,"웨딩 드레스, 턱시도","따뜻한, 로맨틱, 부드러운, 친밀한","자연광 활용, 감성적",https://scontent-nrt1-1.cdninstagram.com/v/t39.30808-6/434867691_17919270839877647_1492326301471347849_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE3OTQuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=bzthxN5YBwAQ7kNvgFcRrcM&_nc_gid=bceb503c4eac411ea5cf3dafad465aa6&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzM0MDY2NjQyNDk4MjMzNzM4NA%3D%3D.3-ccb7-5&oh=00_AYAzc0Hgc3mpsFffYEJYpVkVs2nXOrhR4yAMl0dcgK8D4Q&oe=676C9DA7&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t39.30808-6/467587302_17946392558877647_2118825281453933448_n.jpg?stp=dst-jpg_e35_p720x720_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYzMDgwOC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=C6JXnx7SB_QQ7kNvgE8skB0&_nc_gid=bceb503c4eac411ea5cf3dafad465aa6&edm=APoiHPcAAAAA&ccb=7-5&ig_cache_key=MzMzODAwNTU0MjEzMzU0ODc3OQ%3D%3D.3-ccb7-5&oh=00_AYC6ZzaEwxRdWxECAb-5ROI1exnkR5U_fDIry8I3y1NAMg&oe=676C7D4B&_nc_sid=22de04,https://scontent-nrt1-1.cdninstagram.com/v/t51.29350-15/434771515_433880299213398_1917107321841849128_n.jpg?stp=dst-jpg_e15_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIuZjI5MzUwLmRlZmF1bHRfY292ZXJfZnJhbWUifQ&_nc_ht=scontent-nrt1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=fyMtq-kiAi0Q7kNvgH1S6d7&_nc_gid=bceb503c4eac411ea5cf3dafad465aa6&edm=APoiHPcBAAAA&ccb=7-5&ig_cache_key=MzMzNDIyMjY5MzU1OTIwOTMxNQ%3D%3D.3-ccb7-5&oh=00_AYCtFHvtiCXvY0UoF9LN6R_eWtwqBE0xuB2Ddv2zyNjb_w&oe=676C8A71&_nc_sid=22de04
